homologID	entrezHuman	symbHuman	entrezMouse	symbMouse
670	1240	327	APEH	235606	Apeh
671	1241	328	APEX1	11792	Apex1
672	1242	336	APOA2	11807	Apoa2
673	1243	339	APOBEC1	11810	Apobec1
674	1245	346	APOC4	11425	Apoc4
675	1246	347	APOD	11815	Apod
676	1249	369	ARAF	11836	Araf
677	1250	372	ARCN1	213827	Arcn1
678	1251	373	TRIM23	81003	Trim23
679	1252	374	AREG	11839	Areg
680	1255	379	ARL4D	80981	Arl4d
681	1256	382	ARF6	11845	Arf6
682	1260	402	ARL2	56327	Arl2
683	1261	405	ARNT	11863	Arnt
684	1263	432	ASGR1	11889	Asgr1
685	1264	434	ASIP	50518	a
686	1265	467	ATF3	11910	Atf3
687	1266	468	ATF4	11911	Atf4
688	1272	522	ATP5J	11957	Atp5j
689	1273	506	ATP5B	11947	Atp5b
690	1275	515	ATP5F1	11950	Atp5f1
691	1279	526	ATP6V1B2	11966	Atp6v1b2
692	1281	528	ATP6V1C1	66335	Atp6v1c1
693	1282	529	ATP6V1E1	11973	Atp6v1e1
694	1283	539	ATP5O	28080	Atp5o
695	1284	549	AUH	11992	Auh
696	1286	570	BAAT	12012	Baat
697	1287	575	BAI1	107831	Bai1
698	1288	576	BAI2	230775	Bai2
699	1289	577	BAI3	210933	Bai3
700	1290	9275	BCL7B	12054	Bcl7b
701	1291	611	OPN1SW	12057	Opn1sw
702	1292	629	CFB	14962	Cfb
703	1293	633	BGN	12111	Bgn
704	1295	635	BHMT	12116	Bhmt
705	1297	640	BLK	12143	Blk
706	1298	643	CXCR5	12145	Cxcr5
707	1300	654	BMP6	12161	Bmp6
708	1302	7006	TEC	21682	Tec
709	1303	661	POLR3D	67065	Polr3d
710	1307	680	BRS3	12209	Brs3
711	1308	682	BSG	12215	Bsg
712	1309	685	BTC	12223	Btc
713	1312	696	BTN1A1	12231	Btn1a1
714	1313	715	C1R	50909	C1ra
715	1314	716	C1S	50908	C1s
716	1318	794	CALB2	12308	Calb2
717	1320	799	CALCR	12311	Calcr
718	1323	819	CAMLG	12328	Caml
719	1324	821	CANX	12330	Canx
720	1326	824	CAPN2	12334	Capn2
721	1327	826	CAPNS1	12336	Capns1
722	1328	833	CARS	27267	Cars
723	1330	857	CAV1	12389	Cav1
724	1331	861	RUNX1	12394	Runx1
725	1334	595	CCND1	12443	Ccnd1
726	1335	899	CCNF	12449	Ccnf
727	1336	908	CCT6A	12466	Cct6a
728	1337	912	CD1D	12479	Cd1d1
729	1338	914	CD2	12481	Cd2
730	1341	930	CD19	12478	Cd19
731	1343	947	CD34	12490	Cd34
732	1345	952	CD38	12494	Cd38
733	1346	961	CD47	16423	Cd47
734	1347	962	CD48	12506	Cd48
735	1350	971	CD72	12517	Cd72
736	1352	978	CDA	72269	Cda
737	1354	989	SEPT7	235072	Sept7
738	1355	993	CDC25A	12530	Cdc25a
739	1356	995	CDC25C	12532	Cdc25c
740	1359	1003	CDH5	12562	Cdh5
741	1361	1009	CDH11	12552	Cdh11
742	1363	1022	CDK7	12572	Cdk7
743	1365	1036	CDO1	12583	Cdo1
744	1366	1044	CDX1	12590	Cdx1
745	1367	1053	CEBPE	110794	Cebpe
746	1368	1054	CEBPG	12611	Cebpg
747	1369	1058	CENPA	12615	Cenpa
748	1370	1059	CENPB	12616	Cenpb
749	1371	1060	CENPC	12617	Cenpc1
750	1373	1075	CTSC	13032	Ctsc
751	1375	1114	CHGB	12653	Chgb
752	1382	1191	CLU	12759	Clu
753	1383	1208	CLPS	109791	Clps
754	1384	1211	CLTA	12757	Clta
755	1387	1236	CCR7	12775	Ccr7
756	1389	1269	CNR2	12802	Cnr2
757	1390	1284	COL4A2	12827	Col4a2
758	1391	1291	COL6A1	12833	Col6a1
759	1392	1292	COL6A2	12834	Col6a2
760	1393	1297	COL9A1	12839	Col9a1
761	1396	1306	COL15A1	12819	Col15a1
762	1397	1307	COL16A1	107581	Col16a1
763	1399	1317	SLC31A1	20529	Slc31a1
764	1406	1349	COX7B	66142	Cox7b
765	1412	790	CAD	69719	Cad
766	1413	1374	CPT1A	12894	Cpt1a
767	1415	1382	CRABP2	12904	Crabp2
768	1418	1393	CRHBP	12919	Crhbp
769	1420	1404	HAPLN1	12950	Hapln1
770	1422	1413	CRYBA4	12959	Cryba4
771	1423	1414	CRYBB1	12960	Crybb1
772	1424	1428	CRYM	12971	Crym
773	1426	1447	CSN2	12991	Csn2
774	1431	1490	CTGF	14219	Ctgf
775	1432	1491	CTH	107869	Cth
776	1433	1495	CTNNA1	12385	Ctnna1
777	1434	1499	CTNNB1	12387	Ctnnb1
778	1444	1629	DBT	13171	Dbt
779	1447	1638	DCT	13190	Dct
780	1448	1642	DDB1	13194	Ddb1
781	1449	1647	GADD45A	13197	Gadd45a
782	1453	1725	DHPS	330817	Dhps
783	1455	143098	MPP7	75739	Mpp7
784	1456	1743	DLST	78920	Dlst
785	1458	1805	DPT	56429	Dpt
786	1461	1822	ATN1	13498	Atn1
787	1462	1825	DSC3	13507	Dsc3
788	1463	1828	DSG1	13510	Dsg1a
789	1464	1829	DSG2	13511	Dsg2
790	1466	1839	HBEGF	15200	Hbegf
791	1468	1849	DUSP7	235584	Dusp7
792	1471	1874	E2F4	104394	E2f4
793	1472	1875	E2F5	13559	E2f5
794	1473	1876	E2F6	50496	E2f6
795	1474	1890	TYMP	72962	Tymp
796	1476	1906	EDN1	13614	Edn1
797	1477	1907	EDN2	13615	Edn2
798	1478	1909	EDNRA	13617	Ednra
799	1480	1933	EEF1B2	55949	Eef1b2
800	1482	1946	EFNA5	13640	Efna5
801	1483	1950	EGF	13645	Egf
802	1485	1961	EGR4	13656	Egr4
803	1486	1962	EHHADH	74147	Ehhadh
804	1487	1974	EIF4A2	13682	Eif4a2
805	1490	56648	EIF5A2	208691	Eif5a2
806	1492	2005	ELK4	13714	Elk4
807	1493	2015	EMR1	13733	Emr1
808	1496	2039	DMTN	13829	Dmtn
809	1501	2067	ERCC1	13870	Ercc1
810	1503	2109	ETFB	110826	Etfb
811	1504	2118	ETV4	18612	Etv4
812	1506	2125	EVPL	14027	Evpl
813	1507	2128	EVX1	14028	Evx1
814	1508	2140	EYA3	14050	Eya3
815	1510	2149	F2R	14062	F2r
816	1511	2152	F3	14066	F3
817	1512	2165	F13B	14060	F13b
818	1514	2199	FBLN2	14115	Fbln2
819	1515	2201	FBN2	14119	Fbn2
820	1516	2205	FCER1A	14125	Fcer1a
821	1517	2208	FCER2	14128	Fcer2a
822	1518	2219	FCN1	14134	Fcnb
823	1519	2224	FDPS	110196	Fdps
824	1521	2247	FGF2	14173	Fgf2
825	1522	2249	FGF4	14175	Fgf4
826	1523	2254	FGF9	14180	Fgf9
827	1525	2287	FKBP3	30795	Fkbp3
828	1527	2308	FOXO1	56458	Foxo1
829	1530	2331	FMOD	14264	Fmod
830	1531	2332	FMR1	14265	Fmr1
831	1533	2335	FN1	14268	Fn1
832	1534	2339	FNTA	14272	Fnta
833	1535	2342	FNTB	110606	Fntb
834	1538	2526	FUT4	14345	Fut4
835	1539	2531	KDSR	70750	Kdsr
836	1542	2549	GAB1	14388	Gab1
837	1543	2551	GABPA	14390	Gabpa
838	1545	2596	GAP43	14432	Gap43
839	1547	2617	GARS	353172	Gars
840	1548	2619	GAS1	14451	Gas1
841	1549	2623	GATA1	14460	Gata1
842	1550	2625	GATA3	14462	Gata3
843	1551	2626	GATA4	14463	Gata4
844	1554	2670	GFAP	14580	Gfap
845	1556	2701	GJA4	14612	Gja4
846	1557	2730	GCLM	14630	Gclm
847	1558	2740	GLP1R	14652	Glp1r
848	1563	2769	GNA15	14676	Gna15
849	1566	2776	GNAQ	14682	Gnaq
850	1568	2799	GNS	75612	Gns
851	1571	2805	GOT1	14718	Got1
852	1572	2806	GOT2	14719	Got2
853	1576	2885	GRB2	14784	Grb2
854	1577	2896	GRN	14824	Grn
855	1578	2901	GRIK5	14809	Grik5
856	1580	2922	GRP	225642	Grp
857	1585	2962	GTF2F1	98053	Gtf2f1
858	1586	2979	GUCA1B	107477	Guca1b
859	1592	3035	HARS	15115	Hars
860	1593	3064	HTT	15194	Htt
861	1596	3096	HIVEP1	110521	Hivep1
862	1601	3111	HLA-DOA	15001	H2-Oa
863	1602	3112	HLA-DOB	15002	H2-Ob
864	1603	3119	HLA-DQB1	14961	H2-Ab1
865	1609	3157	HMGCS1	208715	Hmgcs1
866	1611	3163	HMOX2	15369	Hmox2
867	1612	3164	NR4A1	15370	Nr4a1
868	1615	3211	HOXB1	15407	Hoxb1
869	1617	3213	HOXB3	15410	Hoxb3
870	1619	3236	HOXD10	15430	Hoxd10
871	1620	3242	HPD	15445	Hpd
872	1624	3308	HSPA4	15525	Hspa4
873	1626	3329	HSPD1	15510	Hspd1
874	1629	3394	IRF8	15900	Irf8
875	1631	3397	ID1	15901	Id1
876	1632	3398	ID2	15902	Id2
877	1633	3399	ID3	15903	Id3
878	1640	3456	IFNB1	15977	Ifnb1
879	1641	3489	IGFBP6	16012	Igfbp6
880	1642	3508	IGHMBP2	20589	Ighmbp2
881	1643	3556	IL1RAP	16180	Il1rap
882	1645	3572	IL6ST	16195	Il6st
883	1646	3575	IL7R	16197	Il7r
884	1648	3593	IL12B	16160	Il12b
885	1649	3596	IL13	16163	Il13
886	1650	3601	IL15RA	16169	Il15ra
887	1651	3605	IL17A	16171	Il17a
888	1652	3623	INHA	16322	Inha
889	1653	3624	INHBA	16323	Inhba
890	1654	3625	INHBB	16324	Inhbb
891	1655	3628	INPP1	16329	Inpp1
892	1657	48	ACO1	11428	Aco1
893	1658	3659	IRF1	16362	Irf1
894	1659	3660	IRF2	16363	Irf2
895	1661	3670	ISL1	16392	Isl1
896	1662	3673	ITGA2	16398	Itga2
897	1664	3680	ITGA9	104099	Itga9
898	1666	3683	ITGAL	16408	Itgal
899	1667	3697	ITIH1	16424	Itih1
900	1668	3698	ITIH2	16425	Itih2
901	1669	3699	ITIH3	16426	Itih3
902	1670	3700	ITIH4	16427	Itih4
903	1671	3706	ITPKA	228550	Itpka
904	1672	3707	ITPKB	320404	Itpkb
905	1673	3708	ITPR1	16438	Itpr1
906	1675	3710	ITPR3	16440	Itpr3
907	1676	3712	IVD	56357	Ivd
908	1677	3714	JAG2	16450	Jag2
909	1678	3716	JAK1	16451	Jak1
910	1679	3725	JUN	16476	Jun
911	1680	3728	JUP	16480	Jup
912	1683	3741	KCNA5	16493	Kcna5
913	1684	3742	KCNA6	16494	Kcna6
914	1687	3760	KCNJ3	16519	Kcnj3
915	1688	3763	KCNJ6	16522	Kcnj6
916	1689	3766	KCNJ10	16513	Kcnj10
917	1690	3772	KCNJ15	16516	Kcnj15
918	1691	3775	KCNK1	16525	Kcnk1
919	1692	3777	KCNK3	16527	Kcnk3
920	1693	3778	KCNMA1	16531	Kcnma1
921	1696	3783	KCNN4	16534	Kcnn4
922	1701	3814	KISS1	280287	Kiss1
923	1705	3824	KLRD1	16643	Klrd1
924	1707	3837	KPNB1	16211	Kpnb1
925	1708	3838	KPNA2	16647	Kpna2
926	1710	3843	IPO5	70572	Ipo5
927	1712	3866	KRT15	16665	Krt15
928	1713	3880	KRT19	16669	Krt19
929	1715	3886	KRT35	53617	Krt35
930	1717	3892	KRT86	16679	Krt86
931	1718	3899	AFF3	16764	Aff3
932	1719	3902	LAG3	16768	Lag3
933	1720	3906	LALBA	16770	Lalba
934	1722	3912	LAMB1	16777	Lamb1
935	1723	3913	LAMB2	16779	Lamb2
936	1724	3915	LAMC1	226519	Lamc1
937	1730	3950	LECT2	16841	Lect2
938	1731	3953	LEPR	16847	Lepr
939	1734	3976	LIF	16878	Lif
940	1735	3977	LIFR	16880	Lifr
941	1736	3981	LIG4	319583	Lig4
942	1738	3984	LIMK1	16885	Limk1
943	1741	4015	LOX	16948	Lox
944	1742	4017	LOXL2	94352	Loxl2
945	1744	4035	LRP1	16971	Lrp1
946	1745	4037	LRP3	435965	Lrp3
947	1746	4041	LRP5	16973	Lrp5
948	1747	4040	LRP6	16974	Lrp6
949	1750	4046	LSP1	16985	Lsp1
950	1752	4050	LTB	16994	Ltb
951	1753	4055	LTBR	17000	Ltbr
952	1754	4057	LTF	17002	Ltf
953	1758	4062	LY6H	23934	Ly6h
954	1759	4063	LY9	17085	Ly9
955	1762	4068	SH2D1A	20400	Sh2d1a
956	1763	4070	TACSTD2	56753	Tacstd2
957	1764	4072	EPCAM	17075	Epcam
958	1767	4084	MXD1	17119	Mxd1
959	1768	4085	MAD2L1	56150	Mad2l1
960	1770	7975	MAFK	17135	Mafk
961	1771	4099	MAG	17136	Mag
962	1776	4116	MAGOH	17149	Magoh
963	1777	4124	MAN2A1	17158	Man2a1
964	1778	4130	MAP1A	17754	Map1a
965	1779	4133	MAP2	17756	Map2
966	1780	4134	MAP4	17758	Map4
967	1782	4142	MAS1	17171	Mas1
968	1783	4146	MATN1	17180	Matn1
969	1785	4148	MATN3	17182	Matn3
970	1786	4149	MAX	17187	Max
971	1788	4155	MBP	17196	Mbp
972	1789	4157	MC1R	17199	Mc1r
973	1791	4172	MCM3	17215	Mcm3
974	1792	4192	MDK	17242	Mdk
975	1793	4193	MDM2	17246	Mdm2
976	1794	4194	MDM4	17248	Mdm4
977	1795	6520	SLC3A2	17254	Slc3a2
978	1800	4232	MEST	17294	Mest
979	1801	4237	MFAP2	17150	Mfap2
980	1803	4242	MFNG	17305	Mfng
981	1804	4245	MGAT1	17308	Mgat1
982	1806	4247	MGAT2	217664	Mgat2
983	1808	4249	MGAT5	107895	Mgat5
984	1811	4258	MGST2	211666	Mgst2
985	1814	4288	MKI67	17345	Mki67
986	1820	4327	MMP19	58223	Mmp19
987	1821	4331	MNAT1	17420	Mnat1
988	1824	4350	MPG	268395	Mpg
989	1825	4351	MPI	110119	Mpi
990	1826	4354	MPP1	17524	Mpp1
991	1829	4437	MSH3	17686	Msh3
992	1830	4438	MSH4	55993	Msh4
993	1832	4477	MSMB	17695	Msmb
994	1833	4478	MSN	17698	Msn
995	1834	4294	MAP3K10	269881	Map3k10
996	1835	4486	MST1R	19882	Mst1r
997	1836	4487	MSX1	17701	Msx1
998	1837	4488	MSX2	17702	Msx2
999	1838	4507	MTAP	66902	Mtap
1000	1839	4521	NUDT1	17766	Nudt1
1001	1840	4528	MTIF2	76784	Mtif2
1002	1842	3662	IRF4	16364	Irf4
1003	1843	4597	MVD	192156	Mvd
1004	1846	4604	MYBPC1	109272	Mybpc1
1005	1847	4605	MYBL2	17865	Mybl2
1006	1849	4615	MYD88	17874	Myd88
1007	1850	4618	MYF6	17878	Myf6
1008	1854	4656	MYOG	17928	Myog
1009	1855	4659	PPP1R12A	17931	Ppp1r12a
1010	1857	4682	NUBP1	26425	Nubp1
1011	1858	4683	NBN	27354	Nbn
1012	1859	4686	NCBP1	433702	Ncbp1
1013	1861	4700	NDUFA6	67130	Ndufa6
1014	1864	4712	NDUFB6	230075	Ndufb6
1015	1865	4717	NDUFC1	66377	Ndufc1
1016	1866	4724	NDUFS4	17993	Ndufs4
1017	1867	4728	NDUFS8	225887	Ndufs8
1018	1869	4752	NEK3	23954	Nek3
1019	1870	4756	NEO1	18007	Neo1
1020	1871	4760	NEUROD1	18012	Neurod1
1021	1872	4784	NFIX	18032	Nfix
1022	1873	4791	NFKB2	18034	Nfkb2
1023	1875	4799	NFX1	74164	Nfx1
1024	1876	4803	NGF	18049	Ngf
1025	1877	4804	NGFR	18053	Ngfr
1026	1878	4811	NID1	18073	Nid1
1027	1879	4821	NKX2-2	18088	Nkx2-2
1028	1880	10457	GPNMB	93695	Gpnmb
1029	1884	4856	NOV	18133	Nov
1030	1886	4861	NPAS1	18142	Npas1
1031	1887	4862	NPAS2	18143	Npas2
1032	1888	4863	NPAT	244879	Npat
1033	1891	4884	NPTX1	18164	Nptx1
1034	1892	4885	NPTX2	53324	Nptx2
1035	1895	4907	NT5E	23959	Nt5e
1036	1896	4908	NTF3	18205	Ntf3
1037	1897	4913	NTHL1	18207	Nthl1
1038	1898	4914	NTRK1	18211	Ntrk1
1039	1901	4927	NUP88	19069	Nup88
1040	1902	4931	NVL	67459	Nvl
1041	1903	4938	OAS1	23960	Oas1g
1042	1905	100506658	OCLN	18260	Ocln
1043	1906	4953	ODC1	18263	Odc1
1044	1907	4957	ODF2	18286	Odf2
1045	1909	4968	OGG1	18294	Ogg1
1046	1910	4973	OLR1	108078	Olr1
1047	1912	4982	TNFRSF11B	18383	Tnfrsf11b
1048	1913	4983	OPHN1	94190	Ophn1
1049	1915	4994	OR3A1	258703	Olfr402
1050	1918	5002	SLC22A18	18400	Slc22a18
1051	1921	5023	P2RX1	18436	P2rx1
1052	1922	5024	P2RX3	228139	P2rx3
1053	1923	5025	P2RX4	18438	P2rx4
1054	1924	5026	P2RX5	94045	P2rx5
1055	1925	5027	P2RX7	18439	P2rx7
1056	1926	5028	P2RY1	18441	P2ry1
1057	1927	5029	P2RY2	18442	P2ry2
1058	1930	5045	FURIN	18550	Furin
1059	1932	5049	PAFAH1B2	18475	Pafah1b2
1060	1933	5050	PAFAH1B3	18476	Pafah1b3
1061	1936	5058	PAK1	18479	Pak1
1062	1937	5064	PALM	18483	Palm
1063	1940	5074	PAWR	114774	Pawr
1064	1943	5100	PCDH8	18530	Pcdh8
1065	1944	5105	PCK1	18534	Pck1
1066	1945	5111	PCNA	18538	Pcna
1067	1946	5118	PCOLCE	18542	Pcolce
1068	1949	5129	CDK18	18557	Cdk18
1069	1950	5132	PDC	20028	Pdc
1070	1951	5134	PDCD2	18567	Pdcd2
1071	1952	5138	PDE2A	207728	Pde2a
1072	1953	5142	PDE4B	18578	Pde4b
1073	1954	5147	PDE6D	18582	Pde6d
1074	1955	5148	PDE6G	18588	Pde6g
1075	1956	5150	PDE7A	18583	Pde7a
1076	1957	5151	PDE8A	18584	Pde8a
1077	1960	5159	PDGFRB	18596	Pdgfrb
1078	1964	5174	PDZK1	59020	Pdzk1
1079	1965	5176	SERPINF1	20317	Serpinf1
1080	1966	5187	PER1	18626	Per1
1081	1967	5194	PEX13	72129	Pex13
1082	1969	5199	CFP	18636	Cfp
1083	1972	5204	PFDN5	56612	Pfdn5
1084	1974	5217	PFN2	18645	Pfn2
1085	1978	5228	PGF	18654	Pgf
1086	1979	5236	PGM1	72157	Pgm2
1087	1980	5245	PHB	18673	Phb
1088	1981	5255	PHKA1	18679	Phka1
1089	1982	5277	PIGA	18700	Piga
1090	1984	5284	PIGR	18703	Pigr
1091	1986	5289	PIK3C3	225326	Pik3c3
1092	1990	5304	PIP	18716	Pip
1093	1993	5324	PLAG1	56711	Plag1
1094	1994	5326	PLAGL2	54711	Plagl2
1095	1997	5335	PLCG1	18803	Plcg1
1096	2000	5341	PLEK	56193	Plek
1097	2001	5346	PLIN1	103968	Plin1
1098	2003	5355	PLP2	18824	Plp2
1099	2004	5356	PLRG1	53317	Plrg1
1100	2013	5423	POLB	18970	Polb
1101	2014	5424	POLD1	18971	Pold1
1102	2015	5427	POLE2	18974	Pole2
1103	2016	5428	POLG	18975	Polg
1104	2017	5432	POLR2C	20021	Polr2c
1105	2018	5434	POLR2E	66420	Polr2e
1106	2019	5436	POLR2G	67710	Polr2g
1107	2023	5459	POU4F3	18998	Pou4f3
1108	2026	5493	PPL	19041	Ppl
1109	2027	5495	PPM1B	19043	Ppm1b
1110	2032	5510	PPP1R7	66385	Ppp1r7
1111	2033	5514	PPP1R10	52040	Ppp1r10
1112	2035	5520	PPP2R2A	71978	Ppp2r2a
1113	2038	5531	PPP4C	56420	Ppp4c
1114	2039	5539	PPY	19064	Ppy
1115	2041	5549	PRELP	116847	Prelp
1116	2042	5550	PREP	19072	Prep
1117	2044	5553	PRG2	19074	Prg2
1118	2054	5586	PKN2	109333	Pkn2
1119	2055	23683	PRKD3	75292	Prkd3
1120	2056	5589	PRKCSH	19089	Prkcsh
1121	2058	5596	MAPK4	225724	Mapk4
1122	2060	5598	MAPK7	23939	Mapk7
1123	2063	5604	MAP2K1	26395	Map2k1
1124	2069	5629	PROX1	19130	Prox1
1125	2073	5636	PRPSAP2	212627	Prpsap2
1126	2075	5651	TMPRSS15	19146	Tmprss15
1127	2080	5682	PSMA1	26440	Psma1
1128	2081	5683	PSMA2	19166	Psma2
1129	2082	5684	PSMA3	19167	Psma3
1130	2083	5685	PSMA4	26441	Psma4
1131	2084	5686	PSMA5	26442	Psma5
1132	2085	5687	PSMA6	26443	Psma6
1133	2086	143471	PSMA8	73677	Psma8
1134	2087	5689	PSMB1	19170	Psmb1
1135	2088	5690	PSMB2	26445	Psmb2
1136	2089	5691	PSMB3	26446	Psmb3
1137	2090	5692	PSMB4	19172	Psmb4
1138	2092	5694	PSMB6	19175	Psmb6
1139	2093	5695	PSMB7	19177	Psmb7
1140	2094	5698	PSMB9	16912	Psmb9
1141	2095	5700	PSMC1	19179	Psmc1
1142	2096	5701	PSMC2	19181	Psmc2
1143	2097	5702	PSMC3	19182	Psmc3
1144	2098	5705	PSMC5	19184	Psmc5
1145	2100	5707	PSMD1	70247	Psmd1
1146	2101	5708	PSMD2	21762	Psmd2
1147	2102	5709	PSMD3	22123	Psmd3
1148	2104	5713	PSMD7	17463	Psmd7
1149	2106	5715	PSMD9	67151	Psmd9
1150	2108	5717	PSMD11	69077	Psmd11
1151	2109	5718	PSMD12	66997	Psmd12
1152	2110	5719	PSMD13	23997	Psmd13
1153	2111	10197	PSME3	19192	Psme3
1154	2113	5744	PTHLH	19227	Pthlh
1155	2117	5764	PTN	19242	Ptn
1156	2119	5770	PTPN1	19246	Ptpn1
1157	2120	5775	PTPN4	19258	Ptpn4
1158	2121	5780	PTPN9	56294	Ptpn9
1159	2122	5781	PTPN11	19247	Ptpn11
1160	2125	5787	PTPRB	19263	Ptprb
1161	2126	5788	PTPRC	19264	Ptprc
1162	2129	5793	PTPRG	19270	Ptprg
1163	2130	5795	PTPRJ	19271	Ptprj
1164	2134	5799	PTPRN2	19276	Ptprn2
1165	2135	5801	PTPRR	19279	Ptprr
1166	2136	5803	PTPRZ1	19283	Ptprz1
1167	2137	5816	PVALB	19293	Pvalb
1168	2138	5818	PVRL1	58235	Pvrl1
1169	2140	5825	ABCD3	19299	Abcd3
1170	2142	5832	ALDH18A1	56454	Aldh18a1
1171	2143	5833	PCYT2	68671	Pcyt2
1172	2145	5837	PYGM	19309	Pygm
1173	2149	5865	RAB3B	69908	Rab3b
1174	2155	5888	RAD51	19361	Rad51
1175	2156	5892	RAD51D	19364	Rad51d
1176	2162	5906	RAP1A	109905	Rap1a
1177	2163	5909	RAP1GAP	110351	Rap1gap
1178	2166	5918	RARRES1	109222	Rarres1
1179	2167	5919	RARRES2	71660	Rarres2
1180	2168	5921	RASA1	218397	Rasa1
1181	2169	5924	RASGRF2	19418	Rasgrf2
1182	2172	5933	RBL1	19650	Rbl1
1183	2175	5947	RBP1	19659	Rbp1
1184	2176	5955	RCN2	26611	Rcn2
1185	2177	5957	RCVRN	19674	Rcvrn
1186	2179	5959	RDH5	19682	Rdh5
1187	2180	4771	NF2	18016	Nf2
1188	2182	5966	REL	19696	Rel
1189	2184	5973	RENBP	19703	Renbp
1190	2185	5976	UPF1	19704	Upf1
1191	2187	5981	RFC1	19687	Rfc1
1192	2188	5983	RFC3	69263	Rfc3
1193	2189	5989	RFX1	19724	Rfx1
1194	2191	5996	RGS1	50778	Rgs1
1195	2192	5997	RGS2	19735	Rgs2
1196	2193	6000	RGS7	24012	Rgs7
1197	2195	6002	RGS12	71729	Rgs12
1198	2196	6004	RGS16	19734	Rgs16
1199	2197	6011	GRK1	24013	Grk1
1200	2198	6014	RIT2	19762	Rit2
1201	2199	6045	RNF2	19821	Rnf2
1202	2202	246243	RNASEH1	19819	Rnaseh1
1203	2204	6050	RNH1	107702	Rnh1
1204	2205	6059	ABCE1	24015	Abce1
1205	2206	6091	ROBO1	19876	Robo1
1206	2207	6098	ROS1	19886	Ros1
1207	2208	6117	RPA1	68275	Rpa1
1208	2212	6182	MRPL12	56282	Mrpl12
1209	2213	6184	RPN1	103963	Rpn1
1210	2214	6185	RPN2	20014	Rpn2
1211	2218	6239	RREB1	68750	Rreb1
1212	2220	6256	RXRA	20181	Rxra
1213	2223	6274	S100A3	20197	S100a3
1214	2224	6276	S100A5	20199	S100a5
1215	2225	6279	S100A8	20201	S100a8
1216	2227	6280	S100A9	20202	S100a9
1217	2228	6281	S100A10	20194	S100a10
1218	2229	6294	SAFB	224903	Safb
1219	2230	6299	SALL1	58198	Sall1
1220	2232	6304	SATB1	20230	Satb1
1221	2234	6311	ATXN2	20239	Atxn2
1222	2236	6320	CLEC11A	20256	Clec11a
1223	2237	6335	SCN9A	20274	Scn9a
1224	2241	6357	CCL13	20296	Ccl2
1225	2242	414062	CCL3L3	20302	Ccl3
1226	2244	6352	CCL5	20304	Ccl5
1227	2245	6347	CCL2	20293	Ccl12
1228	2246	6361	CCL17	20295	Ccl17
1229	2247	6366	CCL21	100042493	Ccl21b
1230	2248	6369	CCL24	56221	Ccl24
1231	2250	6375	XCL1	16963	Xcl1
1232	2251	6376	CX3CL1	20312	Cx3cl1
1233	2252	6382	SDC1	20969	Sdc1
1234	2253	6383	SDC2	15529	Sdc2
1235	2255	6390	SDHB	67680	Sdhb
1236	2256	6391	SDHC	66052	Sdhc
1237	2260	6403	SELP	20344	Selp
1238	2261	6404	SELPLG	20345	Selplg
1239	2263	6415	SEPW1	20364	Sepw1
1240	2266	6422	SFRP1	20377	Sfrp1
1241	2267	6424	SFRP4	20379	Sfrp4
1242	2268	6425	SFRP5	54612	Sfrp5
1243	2271	6440	SFTPC	20389	Sftpc
1244	2272	6441	SFTPD	20390	Sftpd
1245	2275	6451	SH3BGRL	56726	Sh3bgrl
1246	2276	6452	SH3BP2	24055	Sh3bp2
1247	2277	6453	ITSN1	16443	Itsn1
1248	2281	6480	ST6GAL1	20440	St6gal1
1249	2282	6489	ST8SIA1	20449	St8sia1
1250	2283	6491	STIL	20460	Stil
1251	2289	6524	SLC5A2	246787	Slc5a2
1252	2290	6529	SLC6A1	232333	Slc6a1
1253	2291	6533	SLC6A6	21366	Slc6a6
1254	2297	10568	SLC34A2	20531	Slc34a2
1255	2298	6571	SLC18A2	214084	Slc18a2
1256	2302	6585	SLIT1	20562	Slit1
1257	2303	6586	SLIT3	20564	Slit3
1258	2305	6590	SLPI	20568	Slpi
1259	2308	6595	SMARCA2	67155	Smarca2
1260	2310	6598	SMARCB1	20587	Smarcb1
1261	2312	6601	SMARCC2	68094	Smarcc2
1262	2314	6604	SMARCD3	66993	Smarcd3
1263	2317	6617	SNAPC1	75627	Snapc1
1264	2318	6618	SNAPC2	102209	Snapc2
1265	2320	6620	SNCB	104069	Sncb
1266	2321	6621	SNAPC4	227644	Snapc4
1267	2322	6623	SNCG	20618	Sncg
1268	2325	6627	SNRPA1	68981	Snrpa1
1269	2331	6640	SNTA1	20648	Snta1
1270	2332	6643	SNX2	67804	Snx2
1271	2333	6646	SOAT1	20652	Soat1
1272	2334	6649	SOD3	20657	Sod3
1273	2336	6653	SORL1	20660	Sorl1
1274	2338	6659	SOX4	20677	Sox4
1275	2340	6668	SP2	78912	Sp2
1276	2341	6671	SP4	20688	Sp4
1277	2342	6675	UAP1	107652	Uap1
1278	2343	6676	SPAG4	245865	Spag4
1279	2346	6688	SPI1	20375	Spi1
1280	2353	6709	SPTAN1	20740	Sptan1
1281	2354	6711	SPTBN1	20742	Sptbn1
1282	2355	6713	SQLE	20775	Sqle
1283	2361	6728	SRP19	66384	Srp19
1284	2362	6729	SRP54	24067	Srp54a
1285	2364	6734	SRPR	67398	Srpr
1286	2365	6737	TRIM21	20821	Trim21
1287	2366	6741	SSB	20823	Ssb
1288	2368	6745	SSR1	107513	Ssr1
